Date_reported, New_cases
2020-05-10,15
2020-05-11,12
2020-05-12,7
2020-05-13,16
2020-05-14,11
2020-05-15,14
2020-05-16,30
2020-05-17,17
2020-05-18,9
2020-05-19,15
2020-05-20,8
2020-05-21,11
2020-05-22,2
2020-05-23,14
2020-05-24,11
2020-05-25,3
2020-05-26,9
2020-05-27,15
2020-05-28,6
2020-05-29,11
2020-05-30,23
2020-05-31,12
2020-06-01,10
2020-06-02,9
2020-06-03,17
2020-06-04,8
2020-06-05,11
2020-06-06,11
2020-06-07,4
2020-06-08,5
2020-06-09,5
2020-06-10,2
2020-06-11,0
2020-06-12,18
2020-06-13,5
2020-06-14,12
2020-06-15,18
2020-06-16,15
2020-06-17,12
2020-06-18,23
2020-06-19,21
2020-06-20,18
2020-06-21,27
2020-06-22,25
2020-06-23,13
2020-06-24,18
2020-06-25,29
2020-06-26,37
2020-06-27,37
2020-06-28,46
2020-06-29,45
2020-06-30,81
2020-07-01,67
2020-07-02,86
2020-07-03,81
2020-07-04,254
2020-07-05,107
2020-07-06,87
2020-07-07,137
2020-07-08,169
2020-07-09,131
2020-07-10,173
2020-07-11,300
2020-07-12,194
2020-07-13,244
2020-07-14,183
2020-07-15,271
2020-07-16,244
2020-07-17,315
2020-07-18,425
2020-07-19,206
2020-07-20,361
2020-07-21,267
2020-07-22,359
2020-07-23,468
2020-07-24,410
2020-07-25,289
2020-07-26,355
2020-07-27,453
2020-07-28,532
2020-07-29,369
2020-07-30,278
2020-07-31,721
2020-08-01,602
2020-08-02,377
2020-08-03,641
2020-08-04,395
2020-08-05,411
2020-08-06,715
2020-08-07,418
2020-08-08,410
2020-08-09,426
2020-08-10,386
2020-08-11,313
2020-08-12,316
2020-08-13,414
2020-08-14,231
2020-08-15,385
2020-08-16,292
2020-08-17,253
2020-08-18,271
2020-08-19,214
2020-08-20,220
2020-08-21,243
2020-08-22,171
2020-08-23,195
2020-08-24,210
2020-08-25,104
2020-08-26,137
2020-08-27,152
2020-08-28,117
2020-08-29,126
2020-08-30,99
2020-08-31,123
2020-09-01,76
2020-09-02,73
2020-09-03,104
2020-09-04,126
2020-09-05,87
2020-09-06,71
2020-09-07,72
2020-09-08,43
2020-09-09,52
2020-09-10,91
2020-09-11,48
2020-09-12,52
2020-09-13,42
2020-09-14,44
2020-09-15,41
2020-09-16,46
2020-09-17,41
2020-09-18,34
2020-09-19,48
2020-09-20,24
2020-09-21,13
2020-09-22,14
2020-09-23,30
2020-09-24,31
2020-09-25,10
2020-09-26,17
2020-09-27,16
2020-09-28,24
